,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
9713,F-1186,"7-chloro-3',4,6-trimethoxy-5'-methylspiro[1-benzofuran-2,6'-cyclohex-2-ene]-1',3-dione","InChI=1S/C17H17ClO6/c1-8-5-9(21-2)6-12(19)17(8)16(20)13-10(22-3)7-11(23-4)14(18)15(13)24-17/h6-8H,5H2,1-4H3",FFKRWPQQTGWKIH-UHFFFAOYSA-N,COC1=CC(=O)C2(OC3=C(C2=O)C(OC)=CC(OC)=C3Cl)C(C)C1,-4.4,0.0,1.0,G1,352.77,2.8103,86.1255,24.0,6.0,0.0,7.0,3.0,128.0,1.0,0.0,2.0,3.0,71.06,143.8249924,2.197752117,768.8345393
607,A-1070,"1,3-benzothiazole",InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,IOJUPLGTWVMSFF-UHFFFAOYSA-N,s1cnc2ccccc12,-1.653826526,0.0781736,2.0,G3,135.191,2.2963,39.62,9.0,2.0,0.0,2.0,0.0,44.0,2.0,0.0,0.0,2.0,12.89,56.9730789,2.95465979,282.8939368
2452,A-4104,ammonium perchlorate,"InChI=1S/ClHO4.H3N/c2-1(3,4)5;/h(H,2,3,4,5);1H3",HHEFNVCDPLQQTP-UHFFFAOYSA-N,[NH4+].[O-][Cl](=O)(=O)=O,0.243662836,0.0,1.0,G1,117.488,-4.3798,5.9848,6.0,4.0,1.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,128.74,36.14765255,0.0,23.01955001
6887,B-4174,fenthion,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",PNVJTZOFSHSLTO-UHFFFAOYSA-N,CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,-4.5695,0.0,1.0,G1,278.335,3.61302,71.891,16.0,5.0,0.0,6.0,5.0,90.0,1.0,0.0,0.0,1.0,27.69,105.7348454,2.905013649,401.0506573
285,A-478,"2-methylbuta-1,3-diene","InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",RRHGJUQNOFWUDK-UHFFFAOYSA-N,CC(=C)C=C,-2.025733236,0.0,1.0,G1,68.119,1.7485,25.011,5.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,32.81981342,3.204805418,51.05865003
4945,B-1755,"2,4-d, octyl ester","InChI=1S/C16H22Cl2O3/c1-2-3-4-5-6-7-10-20-16(19)12-21-15-9-8-13(17)11-14(15)18/h8-9,11H,2-7,10,12H2,1H3",JWEDKKSQRXHXJD-UHFFFAOYSA-N,CCCCCCCCOC(=O)COc1ccc(Cl)cc1Cl,-7.0217,0.0,1.0,G1,333.255,5.2759,86.292,21.0,3.0,0.0,5.0,10.0,118.0,1.0,0.0,0.0,1.0,35.53,136.0759693,2.109061009,435.5303073
2689,A-4508,2-[(2-hydroxyethyl)(methyl)amino]ethan-1-ol,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,0.923854927,0.0,1.0,G1,119.164,-1.0972,31.6686,8.0,3.0,2.0,3.0,4.0,50.0,0.0,0.0,0.0,0.0,43.7,49.54732066,2.919612641,43.69332843
3425,A-5672,dysprosium,InChI=1S/Dy,KBQHZAAAGSGFKK-UHFFFAOYSA-N,[Dy],-7.511883361,0.0,1.0,G1,162.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,37.89357643,0.0,0.0
3509,A-5853,"2,3-dibutyl 1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate","InChI=1S/C17H20Cl6O4/c1-3-5-7-26-13(24)9-10(14(25)27-8-6-4-2)16(21)12(19)11(18)15(9,20)17(16,22)23/h9-10H,3-8H2,1-2H3",UJAHPBDUQZFDLA-UHFFFAOYSA-N,CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-7.509558903,0.0,1.0,G1,501.061,5.7509,109.051,27.0,4.0,0.0,10.0,8.0,154.0,0.0,1.0,2.0,2.0,52.6,188.2467915,2.470611945,599.3348877
3213,A-5312,1-ethoxy-2-(2-methoxyethoxy)ethane,"InChI=1S/C7H16O3/c1-3-9-6-7-10-5-4-8-2/h3-7H2,1-2H3",CNJRPYFBORAQAU-UHFFFAOYSA-N,CCOCCOCCOC,0.829145935,0.0,1.0,G1,148.202,0.6859,39.188,10.0,3.0,0.0,3.0,7.0,62.0,0.0,0.0,0.0,0.0,27.69,62.2695394,2.647604849,48.81290899
1038,A-1794,"1-(2,6,6-trimethylcyclohex-2-en-1-yl)pentan-3-one; prop-2-yn-1-ol","InChI=1S/C14H24O.C3H4O/c1-5-12(15)8-9-13-11(2)7-6-10-14(13,3)4;1-2-3-4/h7,13H,5-6,8-10H2,1-4H3;1,4H,3H2",BKHCAESJENSNLE-UHFFFAOYSA-N,CCC(=O)CCC1C(=CCCC1(C)C)C.OCC#C,-4.321905689,0.0,1.0,G1,264.409,3.7401,80.7128,19.0,2.0,1.0,2.0,4.0,108.0,0.0,0.0,1.0,1.0,37.3,117.8437031,7.11e-07,344.7637906
3123,A-5196,"2,4,6-tris[(dimethylamino)methyl]phenol","InChI=1S/C15H27N3O/c1-16(2)9-12-7-13(10-17(3)4)15(19)14(8-12)11-18(5)6/h7-8,19H,9-11H2,1-6H3",AHDSRXYHVZECER-UHFFFAOYSA-N,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.505516371,0.0,1.0,G1,265.401,1.577,80.2798,19.0,4.0,1.0,4.0,6.0,108.0,1.0,0.0,0.0,1.0,29.95,116.7896169,3.130020875,382.8468681
5653,B-2545,ethylisopentylcarbinol,"InChI=1S/C8H18O/c1-4-8(9)6-5-7(2)3/h7-9H,4-6H2,1-3H3",MNBIBGDICHMQFN-UHFFFAOYSA-N,CCC(O)CCC(C)C,-1.9272,0.0,1.0,G1,130.231,2.1935,40.3698,9.0,1.0,1.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,20.23,58.08807958,3.060820561,59.58797504
2874,A-4812,2-methylcyclohexyl acetate,"InChI=1S/C9H16O2/c1-7-5-3-4-6-9(7)11-8(2)10/h7,9H,3-6H2,1-2H3",AKIIJALHGMKJEJ-UHFFFAOYSA-N,CC1CCCCC1OC(C)=O,-2.550297857,0.0,1.0,G1,156.225,2.1282,43.186,11.0,2.0,0.0,2.0,1.0,64.0,0.0,1.0,1.0,1.0,26.3,67.92802412,2.350779036,142.4981594
2464,A-4124,"sodium 1-amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate","InChI=1S/C14H8BrNO5S.Na/c15-8-5-9(22(19,20)21)12(16)11-10(8)13(17)6-3-1-2-4-7(6)14(11)18;/h1-5H,16H2,(H,19,20,21);/q;+1/p-1",TXMRAEGWZZVGIH-UHFFFAOYSA-M,[Na+].Nc1c(cc(Br)c2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O,-1.305537302,0.0,1.0,G1,404.173,-1.2852,79.8246,23.0,6.0,1.0,9.0,1.0,112.0,2.0,0.0,1.0,3.0,117.36,161.7850685,1.92e-06,971.3731867
3414,A-5648,dialuminium zinc tetraoxide,InChI=1S/2Al.5O.2Zn/q2*+3;5*-2;2*+2,JAONJTDQXUSBGG-UHFFFAOYSA-N,[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Zn++].[Zn++],-7.623477375,0.0,1.0,G1,264.739,-1.3606,14.9405,9.0,0.0,0.0,9.0,0.0,40.0,0.0,0.0,0.0,0.0,142.5,100.285927,0.0,12.91968454
6187,B-3149,"acetamide, n-acetyl-2-(benzoyloxy)-","InChI=1S/C11H11NO4/c1-8(13)12-10(14)7-16-11(15)9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,12,13,14)",NZDAAPUTURAWII-UHFFFAOYSA-N,CC(=O)NC(=O)COC(=O)c1ccccc1,-2.4003,0.0,1.0,G1,221.212,0.5061,55.5482,16.0,4.0,1.0,5.0,3.0,84.0,1.0,0.0,0.0,1.0,72.47,92.4040874,2.419196293,399.7054065
3780,B-209,"2,2,3-trichloro-1,1-butanediol","InChI=1S/C4H7Cl3O2/c1-2(5)4(6,7)3(8)9/h2-3,8-9H,1H3",QVYLNOUOIXTUGA-UHFFFAOYSA-N,CC(Cl)C(Cl)(Cl)C(O)O,-0.8666,0.0,1.0,G1,193.457,1.0983,37.9776,9.0,2.0,2.0,5.0,2.0,56.0,0.0,0.0,0.0,0.0,40.46,68.33234356,4.013737498,81.81353753
5905,B-2833,etacelasil,"InChI=1S/C11H25ClO6Si/c1-13-5-8-16-19(11-4-12,17-9-6-14-2)18-10-7-15-3/h4-11H2,1-3H3",SLZWEMYSYKOWCG-UHFFFAOYSA-N,COCCO[Si](CCCl)(OCCOC)OCCOC,-1.1029,0.0,1.0,G1,316.854,1.1531,74.765,19.0,6.0,0.0,8.0,14.0,116.0,0.0,0.0,0.0,0.0,55.38,121.1241826,4.373733767,171.4948987
3315,A-5456,"2,3-dihydroxypropyl 12-hydroxyoctadecanoate","InChI=1S/C21H42O5/c1-2-3-4-11-14-19(23)15-12-9-7-5-6-8-10-13-16-21(25)26-18-20(24)17-22/h19-20,22-24H,2-18H2,1H3",RVNAQNUKCZKJCP-UHFFFAOYSA-N,CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO,-3.397432456,0.0,1.0,G1,374.562,4.1151,104.9874,26.0,5.0,3.0,5.0,19.0,156.0,0.0,0.0,0.0,0.0,86.99,159.6958619,3.247472257,308.7765621
8827,E-819,2-Chloroallyl_Diethyldithiocarbamate,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",XJCLWVXTCRQIDI-UHFFFAOYSA-N,CCN(CC)C(=S)SCC(Cl)=C,-3.39,0.0201,2.0,G3,223.794,3.0988,62.97,12.0,2.0,0.0,4.0,4.0,70.0,0.0,0.0,0.0,0.0,3.24,89.14923297,3.766284485,166.4407955
5259,B-2099,"serine, o-ethyl-","InChI=1S/C5H11NO3/c1-2-9-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",AFGCRUGTZPDWSF-BYPYZUCNSA-N,CCOC[C@H](N)C(O)=O,0.524,0.0,1.0,G1,133.147,-0.5652,32.1042,9.0,3.0,2.0,4.0,4.0,54.0,0.0,0.0,0.0,0.0,72.55,53.60821126,3.265907399,94.20389705
3612,A-6044,"propane-2,2-diylbis(4,1-phenyleneoxypropane-3,1-diyl) bis(2-methylacrylate)","InChI=1S/C29H36O6/c1-21(2)27(30)34-19-7-17-32-25-13-9-23(10-14-25)29(5,6)24-11-15-26(16-12-24)33-18-8-20-35-28(31)22(3)4/h9-16H,1,3,7-8,17-20H2,2,4-6H3",OPZLDVPRAIERSE-UHFFFAOYSA-N,CC(=C)C(=O)OCCCOc1ccc(cc1)C(C)(C)c2ccc(OCCCOC(=O)C(C)=C)cc2,-7.456475388,0.0,1.0,G1,480.601,5.7889,136.782,35.0,6.0,0.0,6.0,14.0,188.0,2.0,0.0,0.0,2.0,71.06,208.0905323,1.808376291,920.9724423
500,A-886,"6-amino-2-(2,4-dimethylphenyl)-1H-benzo[de]isoquinoline-1,3(2H)-dione","InChI=1S/C20H16N2O2/c1-11-6-9-17(12(2)10-11)22-19(23)14-5-3-4-13-16(21)8-7-15(18(13)14)20(22)24/h3-10H,21H2,1-2H3",FQLZTPSAVDHUKS-UHFFFAOYSA-N,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(C2=O)c34)c(C)c1,-4.891655533,0.0,1.0,G1,316.36,3.83944,95.4164,24.0,3.0,1.0,4.0,1.0,118.0,3.0,0.0,1.0,4.0,63.4,139.0468677,2.005101312,1014.98345
1718,A-2839,"potassium 3,5,5-trimethylhexanoate","InChI=1S/C9H18O2.K/c1-7(5-8(10)11)6-9(2,3)4;/h7H,5-6H2,1-4H3,(H,10,11);/q;+1/p-1",PMTWGKHDSHSGIL-UHFFFAOYSA-M,[K+].CC(CC([O-])=O)CC(C)(C)C,0.485162372,0.0,1.0,G1,196.331,-1.7973,42.86,12.0,2.0,0.0,3.0,3.0,66.0,0.0,0.0,0.0,0.0,40.13,117.5371085,0.0,137.9541866
5520,B-2394,"l-cysteine, n-acetyl-s-(3,4-dichlorophenyl)-","InChI=1S/C11H11Cl2NO3S/c1-6(15)14-10(11(16)17)5-18-7-2-3-8(12)9(13)4-7/h2-4,10H,5H2,1H3,(H,14,15)(H,16,17)/t10-/m0/s1",JYWAYDDGOPHFIS-JTQLQIEISA-N,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(O)=O,-2.8868,0.0,1.0,G1,308.186,2.6748,72.4265,18.0,3.0,2.0,7.0,5.0,98.0,1.0,0.0,0.0,1.0,66.4,118.6528963,2.635165496,467.6015891
165,A-277,dipotassium; oxygen(-2) anion; titanium(+4) cation,InChI=1S/2K.3O.Ti/q2*+1;3*-2;+4,KEWYKJOOCFOYTD-UHFFFAOYSA-N,[O--].[O--].[O--].[K+].[K+].[Ti+4],-5.583643126,0.316660188,3.0,G5,174.06,-6.3509,2.0595,6.0,0.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,85.5,136.6620011,0.0,8.754887502
3037,A-5081,zinc bis(dimethyldithiocarbamate),"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2",DUBNHZYBDBBJHD-UHFFFAOYSA-L,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,-5.498714031,0.0,1.0,G1,305.834,0.7571,67.3,13.0,4.0,0.0,7.0,0.0,72.0,0.0,0.0,0.0,0.0,6.48,115.000482,-1.43e-07,142.7132414
506,A-893,octahydro-2H-1-benzopyran-2-one,"InChI=1S/C9H14O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h7-8H,1-6H2",MSFLYJIWLHSQLG-UHFFFAOYSA-N,O=C1CCC2CCCCC2O1,-0.586560326,0.0,1.0,G1,154.209,1.8822,41.072,11.0,2.0,0.0,2.0,0.0,62.0,0.0,2.0,2.0,2.0,26.3,66.92219297,1.982567998,164.9456683
149,A-251,lead; sulfuric acid; hydrate,"InChI=1S/H2O4S.H2O.Pb/c1-5(2,3)4;;/h(H2,1,2,3,4);1H2;",AWTSMFNITNKUQL-UHFFFAOYSA-N,O.[Pb].O[S](O)(=O)=O,-4.226296416,0.0,1.0,G1,323.294,-1.8583,23.5452,7.0,2.0,2.0,7.0,0.0,44.0,0.0,0.0,0.0,0.0,106.1,60.76948755,-8e-08,91.24856185
6336,B-3314,triadimenol (diastereoisomer a),"InChI=1S/C14H18ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,12-13,19H,1-3H3/t12-,13-/m0/s1",BAZVSMNPJJMILC-STQMWFEESA-N,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(Cl)cc1)n2cncn2,-3.6786,0.0,1.0,G1,295.77,2.9161,76.6008,20.0,5.0,1.0,6.0,4.0,108.0,2.0,0.0,0.0,2.0,60.17,122.7160767,2.255633018,534.546701
2026,A-3345,calcium disulfamate,"InChI=1S/Ca.2H3NO3S/c;2*1-5(2,3)4/h;2*(H3,1,2,3,4)/q+2;;/p-2",RSIPQRDGPVEGLE-UHFFFAOYSA-L,[Ca++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O,0.438861216,0.0,1.0,G1,232.252,-3.5702,33.5232,11.0,6.0,2.0,11.0,0.0,64.0,0.0,0.0,0.0,0.0,166.44,93.7037165,-1.07e-07,214.9574085
5219,B-2053,"ethane, 2-chloro-1,1,1-trinitro-","InChI=1S/C2H2ClN3O6/c3-1-2(4(7)8,5(9)10)6(11)12/h1H2",BDQJEJZWJJUQGU-UHFFFAOYSA-N,[O-][N+](=O)C(CCl)([N+]([O-])=O)[N+]([O-])=O,-0.2586,0.0,1.0,G1,199.506,-0.2909,34.4342,12.0,6.0,0.0,10.0,4.0,68.0,0.0,0.0,0.0,0.0,129.42,69.36638654,5.185144768,202.908597
6866,B-4141,phenylisothiocyanate,InChI=1S/C7H5NS/c9-6-8-7-4-2-1-3-5-7/h1-5H,QKFJKGMPGYROCL-UHFFFAOYSA-N,S=C=Nc1ccccc1,-3.1772,0.0,1.0,G1,135.191,2.4209,41.128,9.0,2.0,0.0,2.0,1.0,44.0,1.0,0.0,0.0,1.0,12.36,59.05044797,2.974858011,223.9312837
8177,C-2142,"2-ethyl-1,4-dimethyl-1,2,3,4-tetrahydro-2,4a,9-triazaanthracen-10-one","InChI=1S/C15H19N3O/c1-4-17-9-10(2)18-14(11(17)3)16-13-8-6-5-7-12(13)15(18)19/h5-8,10-11H,4,9H2,1-3H3",LCXJKYZWJXSRIT-UHFFFAOYSA-N,CCN1CC(C)N2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.46,0.0,1.0,G1,257.337,2.354,76.376,19.0,4.0,0.0,4.0,1.0,100.0,2.0,0.0,1.0,3.0,38.13,112.2324545,2.314823322,676.6352891
8913,E-1194,diallate,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3",SPANOECCGNXGNR-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,-4.08,0.102150216,3.0,G5,270.225,4.2774,69.754,15.0,2.0,0.0,5.0,4.0,88.0,0.0,0.0,0.0,0.0,20.31,105.9851253,4.279209959,233.5768875
5621,B-2509,"acetone, 4-(p-nitrophenyl)semicarbazone","InChI=1S/C10H12N4O3/c1-7(2)12-13-10(15)11-8-3-5-9(6-4-8)14(16)17/h3-6H,1-2H3,(H2,11,13,15)",XBOWKFFJMDFKOW-UHFFFAOYSA-N,CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O,-3.5952,0.0,1.0,G1,236.231,2.1121,64.0338,17.0,4.0,2.0,7.0,3.0,90.0,1.0,0.0,0.0,1.0,96.63,97.67085227,2.602007486,449.123744
7475,C-844,n1-(4-cyanophenyl)sulfanilamide;  4-cyanosulfabenzene,"InChI=1S/C13H11N3O2S/c14-9-10-1-5-12(6-2-10)16-19(17,18)13-7-3-11(15)4-8-13/h1-8,16H,15H2",PLPNDNWDSGFETI-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)C#N,-3.6,0.0,1.0,G1,273.317,1.94128,72.8199,19.0,4.0,2.0,6.0,3.0,96.0,2.0,0.0,0.0,2.0,95.98,110.8965479,2.256424073,713.9788008
7295,C-293,prostaglandin e2;  dinoprostone,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4+,13-12+",XEYBRNLFEZDVAW-RTYMFESYSA-N,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O,-2.47,0.0,1.0,G1,352.471,3.2511,97.1434,25.0,4.0,3.0,5.0,12.0,142.0,0.0,1.0,1.0,1.0,94.83,149.9938594,2.47720805,468.7069713
7685,C-1298,"n,n-dimethyl-2-[(2-acetoxy)benzoyloxy]acetamide","InChI=1S/C13H15NO5/c1-9(15)19-11-7-5-4-6-10(11)13(17)18-8-12(16)14(2)3/h4-7H,8H2,1-3H3",FDTMXYKUFIZEMG-UHFFFAOYSA-N,CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.55,0.0,1.0,G1,265.265,0.8569,66.7275,19.0,5.0,0.0,6.0,4.0,102.0,1.0,0.0,0.0,1.0,72.91,110.4574883,2.763960942,495.561873
2012,A-3320,"1-ethenyl-3-methyl-2,3-dihydro-1H-imidazol-1-ium chloride","InChI=1S/C6H10N2.ClH/c1-3-8-5-4-7(2)6-8;/h3-5H,1,6H2,2H3;1H",QARDSQYLYGISQN-UHFFFAOYSA-N,[Cl-].CN1C[NH+](C=C)C=C1,0.658580285,0.0,1.0,G1,146.621,-3.6071,32.9297,9.0,1.0,1.0,3.0,1.0,52.0,0.0,0.0,1.0,1.0,7.68,61.85168497,6.4e-07,122.2262679
7846,C-1627,methyl  2-allyl-2-ethylmalonurate,"InChI=1S/C10H16N2O4/c1-4-6-10(5-2,8(14)16-3)7(13)12-9(11)15/h4H,1,5-6H2,2-3H3,(H3,11,12,13,15)",GOMPBNNIROZLMY-UHFFFAOYSA-N,CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,-1.92,0.0,1.0,G1,228.248,0.3268,57.2801,16.0,4.0,2.0,6.0,5.0,90.0,0.0,0.0,0.0,0.0,98.49,93.82199144,5.169947921,313.9408903
6279,B-3251,tetrafluthrin,"InChI=1S/C17H14ClF7O2/c1-6-11(19)13(21)7(14(22)12(6)20)5-27-15(26)10-8(16(10,2)3)4-9(18)17(23,24)25/h4,8,10H,5H2,1-3H3/b9-4-",ZFHGXWPMULPQSE-WTKPLQERSA-N,Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.3209,0.0,1.0,G1,418.736,5.55182,81.559,27.0,2.0,0.0,10.0,4.0,150.0,1.0,1.0,1.0,2.0,26.3,154.4874136,2.161739211,785.4755517
710,A-1234,cyclododecanone,InChI=1S/C12H22O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h1-11H2,SXVPOSFURRDKBO-UHFFFAOYSA-N,O=C1CCCCCCCCCCC1,-3.845829996,0.119119583,2.0,G3,182.307,3.8602,55.794,13.0,1.0,0.0,1.0,0.0,76.0,0.0,1.0,1.0,1.0,17.07,81.90930523,2.144560008,126.0599029
2574,A-4308,2-aminobenzamide,"InChI=1S/C7H8N2O/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H2,9,10)",PXBFMLJZNCDSMP-UHFFFAOYSA-N,NC(=O)c1ccccc1N,-0.913922317,0.0,1.0,G1,136.154,0.3677,39.3723,10.0,2.0,2.0,3.0,1.0,52.0,1.0,0.0,0.0,1.0,69.11,58.63764873,3.152941447,257.5379489
9921,H-514,Vernolate  ,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3",OKUGPJPKMAEJOE-UHFFFAOYSA-N,CCCSC(=O)N(CCC)CCC,-3.3,0.027,2.0,G3,203.351,3.3716,60.3,13.0,2.0,0.0,3.0,6.0,78.0,0.0,0.0,0.0,0.0,20.31,86.06819585,3.799339328,132.8864354
5143,B-1971,"glycine, n-(n-leucylglycyl)-","InChI=1S/C10H19N3O4/c1-6(2)3-7(11)10(17)13-4-8(14)12-5-9(15)16/h6-7H,3-5,11H2,1-2H3,(H,12,14)(H,13,17)(H,15,16)/t7-/m0/s1",VWHGTYCRDRBSFI-ZETCQYMHSA-N,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,0.2124,0.0,1.0,G1,245.279,-1.3232,61.0856,17.0,4.0,4.0,7.0,7.0,98.0,0.0,0.0,0.0,0.0,121.52,99.74214517,3.827406376,291.2755976
3920,B-420,"benzenesulfonyl chloride, 4-iodo-","InChI=1S/C6H4ClIO2S/c7-11(9,10)6-3-1-5(8)2-4-6/h1-4H",POXFXTSTVWDWIR-UHFFFAOYSA-N,Cl[S](=O)(=O)c1ccc(I)cc1,-4.2686,0.0,1.0,G1,302.52,2.2187,52.1978,11.0,2.0,0.0,5.0,1.0,60.0,1.0,0.0,0.0,1.0,34.14,83.1257091,3.201515931,343.349962
9346,F-683,2-amino-9-[4-(hydroxymethyl)-1-cyclopent-2-enyl]-3H-purin-6-one,"InChI=1S/C11H13N5O2/c12-11-14-9-8(10(18)15-11)13-5-16(9)7-2-1-6(3-7)4-17/h1-2,5-7,17H,3-4H2,(H3,12,14,15,18)",XSSYCIGJYCVRRK-UHFFFAOYSA-N,NC1=NC2=C(N=CN2C2C=CC(CO)C2)C(O)=N1,-2.3,0.0,1.0,G1,247.258,0.2236,64.77,18.0,7.0,3.0,7.0,2.0,94.0,2.0,0.0,1.0,3.0,110.08,102.6137202,2.059107215,621.1662521
4456,B-1165,"3-pyridinecarboxylic acid, hydrazide","InChI=1S/C6H7N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,7H2,(H,9,10)",KFUSANSHCADHNJ-UHFFFAOYSA-N,NNC(=O)c1cccnc1,-0.1372,0.0,1.0,G1,137.142,-0.3149,35.8906,10.0,3.0,2.0,4.0,1.0,52.0,1.0,0.0,0.0,1.0,68.01,58.03740422,2.852627929,221.6943549
1837,A-3003,potassium trihydrogen diethanedioate,"InChI=1S/2C2H2O4.K/c2*3-1(4)2(5)6;/h2*(H,3,4)(H,5,6);",INYYFFJLLWWJOT-UHFFFAOYSA-N,[K].OC(=O)C(O)=O.OC(=O)C(O)=O,-0.307349426,0.317741873,2.0,G3,219.166,-2.0696,36.2972,13.0,4.0,4.0,9.0,0.0,69.0,0.0,0.0,0.0,0.0,149.2,113.5854966,-1.43e-07,172.1839164
666,A-1157,hexyl 2-methylprop-2-enoate,"InChI=1S/C10H18O2/c1-4-5-6-7-8-12-10(11)9(2)3/h2,4-8H2,1,3H3",LNCPIMCVTKXXOY-UHFFFAOYSA-N,CCCCCCOC(=O)C(C)=C,-3.755421034,0.0,1.0,G1,170.252,2.686,49.915,12.0,2.0,0.0,2.0,6.0,70.0,0.0,0.0,0.0,0.0,26.3,74.60919435,3.199787384,149.9175691
9750,G-167,"2,4,5-PCB",InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,VAHKBZSAUKPEOV-UHFFFAOYSA-N,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27,0.00725,2.0,G3,257.547,5.3138,66.908,15.0,0.0,0.0,3.0,1.0,76.0,2.0,0.0,0.0,2.0,0.0,103.398296,2.530594789,474.7259471
3707,B-82,sulfaquinoxaline,"InChI=1S/C14H12N4O2S/c15-10-5-7-11(8-6-10)21(19,20)18-14-9-16-12-3-1-2-4-13(12)17-14/h1-9H,15H2,(H,17,18)",NHZLNPMOSADWGC-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-4.6026,0.0,1.0,G1,300.343,2.0128,81.2009,21.0,5.0,2.0,7.0,3.0,106.0,3.0,0.0,0.0,3.0,97.97,121.2599866,1.947357377,892.2508875
8724,E-291,pentanal,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3",HGBOYTHUEUWSSQ-UHFFFAOYSA-N,CCCCC=O,-0.85,0.086732188,3.0,G5,86.134,1.3755,25.589,6.0,1.0,0.0,1.0,3.0,36.0,0.0,0.0,0.0,0.0,17.07,38.36054159,2.488403772,32.91968454
